rule,seed,total_loss,inflation_loss,output_loss,mean_rate
dual_mandate,91,95.43351375715692,20.63053314800603,61.60702334039687,10.0
dual_mandate,92,93.91346407037716,21.108261710103033,58.73772198202117,10.0
dual_mandate,93,93.50303890616128,21.264915370834007,58.27868227020801,10.0
dual_mandate,94,92.56447232173797,21.280463408387583,57.43033637901313,10.0
dual_mandate,95,95.28570025706395,21.91849436738344,58.34350635220559,10.0
dual_mandate,96,93.41176993119956,20.99893929112667,57.9997001283402,10.0
dual_mandate,97,93.68769006693302,20.99785779298334,58.747581145481696,10.0
dual_mandate,98,91.91705498905635,20.76077395939687,57.336184149166726,10.0
dual_mandate,99,91.76190842771277,20.74694103076705,57.396438560696105,10.0
smoothing,0,31.28706063684148,6.43831413201491,19.715204146289388,6.332780020577567
smoothing,1,30.98036169003168,6.418302345109138,19.29170402968677,6.332780020577567
smoothing,2,31.540336409702785,6.7677256642045265,19.498748323774535,6.332780020577567
smoothing,3,30.735271328970626,6.482366765123876,19.114860189841934,6.332780020577567
smoothing,4,29.789847514444286,6.373989790542938,18.36595016490937,6.332780020577567
smoothing,5,31.06130247875556,6.362831628259948,19.769204977152217,6.332780020577567
smoothing,6,31.159044387734212,6.527089064264717,19.495278946822893,6.332780020577567
smoothing,7,30.646935997356543,6.858254655772603,19.178351329399153,6.332780020577567
smoothing,8,31.58438404112467,6.656595382222148,19.89990562448307,6.332780020577567
smoothing,9,30.910954322763704,6.499073195531923,19.442001508275595,6.332780020577567
smoothing,10,32.73327318441558,6.316379269002414,20.705843742690025,6.332780020577567
smoothing,11,31.32838954012644,6.647460505773636,19.65512480280775,6.332780020577567
smoothing,12,31.130845625013773,6.4911106119803,18.801646149267818,6.332780020577567
smoothing,13,32.20832518985445,6.675435227194827,20.36964906187149,6.332780020577567
smoothing,14,31.132101607491027,6.702456282207886,20.1478062452745,6.332780020577567
smoothing,15,30.87822840059517,6.500311356974232,19.461573184432474,6.332780020577567
smoothing,16,31.481061100633518,6.424273470501639,19.60471196682166,6.332780020577567
smoothing,17,31.84084195905206,6.723767592989036,19.935079111610822,6.332780020577567
smoothing,18,31.320300727807997,6.585896637087127,19.603478060770357,6.332780020577567
smoothing,19,31.53770169994517,6.761887747620613,19.304442626416833,6.332780020577567
smoothing,20,31.992439978809735,6.893003615273751,20.077177523497152,6.332780020577567
smoothing,21,31.46875263979134,6.590071762514244,19.825147949221822,6.332780020577567
smoothing,22,30.961228039672918,6.688782228911053,19.480846105940834,6.332780020577567
smoothing,23,31.43665884467487,6.569978624617067,19.890881317536778,6.332780020577567
smoothing,24,32.38275859521648,7.123592539557978,19.842254679744965,6.332780020577567
smoothing,25,31.894475710093957,6.392930098192174,20.609523052543487,6.332780020577567
smoothing,26,31.845016055580935,6.152979362054651,20.581240062116656,6.332780020577567
smoothing,27,29.753323848960978,6.647416562126155,18.562407547944535,6.332780020577567
smoothing,28,31.971113597116837,6.703250197630448,19.880246045710482,6.332780020577567
smoothing,29,30.367090576023024,6.315275208400177,19.088232098415645,6.332780020577567
smoothing,30,31.941838470174417,6.724985078584247,20.29455975431316,6.332780020577567
smoothing,31,31.837328661449323,6.387389833642288,20.40743224824303,6.332780020577567
smoothing,32,31.584395340439407,6.682773911052106,20.20933962072584,6.332780020577567
smoothing,33,30.483030900713114,6.14097117489296,19.015515150757746,6.332780020577567
smoothing,34,31.04116770197102,6.559950498654435,19.33312038993809,6.332780020577567
smoothing,35,31.51983811692555,6.286452759475162,20.11989215597381,6.332780020577567
smoothing,36,30.48305248988694,6.667185385540714,18.867160821369676,6.332780020577567
smoothing,37,30.467462459464013,6.413707660952545,19.589634986703093,6.332780020577567
smoothing,38,32.31505006908437,6.787297036548317,20.05962453612148,6.332780020577567
smoothing,39,30.02038613797371,6.453273367943658,18.66208087638691,6.332780020577567
smoothing,40,30.32667577125935,6.121336617972516,19.321990069343713,6.332780020577567
smoothing,41,32.27540844503693,6.728528422489114,20.30566219123537,6.332780020577567
smoothing,42,31.900457989764163,6.730517201842778,20.050058347044487,6.332780020577567
smoothing,43,32.920629359846984,6.978111302760969,20.84842905522245,6.332780020577567
smoothing,44,29.977990469292905,6.423351768192521,17.954948565083395,6.332780020577567
smoothing,45,30.62266904345931,6.734031660016594,19.12616876429531,6.332780020577567
smoothing,46,31.52269685350189,6.592232047951884,19.887946537523913,6.332780020577567
smoothing,47,32.6565574876014,6.651208279571131,20.48600845499585,6.332780020577567
smoothing,48,31.87967905462051,7.072653889827195,19.03934930646698,6.332780020577567
smoothing,49,30.87409653148927,6.663573187581737,19.234773279117746,6.332780020577567
smoothing,50,30.96159330301855,6.599285850138264,19.582553086082214,6.332780020577567
smoothing,51,31.376436302045466,6.378548339349082,19.762480160232514,6.332780020577567
smoothing,52,32.34365738748878,6.636196567658851,20.758409707601317,6.332780020577567
smoothing,53,31.756243554399937,6.9099576837838965,20.151144684984754,6.332780020577567
smoothing,54,31.28606095514008,6.560549689129781,19.517657662302224,6.332780020577567
smoothing,55,31.713434704843024,7.073225332796078,20.036227789322407,6.332780020577567
smoothing,56,31.18829432538729,6.816130028831958,19.47347031843055,6.332780020577567
smoothing,57,31.150099744061517,6.419231561748355,20.14382177353204,6.332780020577567
smoothing,58,30.942155397328744,6.4870393535254465,19.802795721346587,6.332780020577567
smoothing,59,31.643868134374994,6.7443329239274945,19.779717328771504,6.332780020577567
smoothing,60,31.778080323591638,6.798269455452199,19.627255210161984,6.332780020577567
smoothing,61,31.641818648142213,6.764221763039667,19.91709720578815,6.332780020577567
smoothing,62,30.91628262108209,6.738752758679003,19.150487792900364,6.332780020577567
smoothing,63,30.77484528535289,6.541112282984773,19.255892586104512,6.332780020577567
smoothing,64,32.197049400234945,6.740160407792923,20.399851773551596,6.332780020577567
smoothing,65,31.857707058839264,6.696135565897793,20.025210380029705,6.332780020577567
smoothing,66,32.02960479236354,6.512683547902283,20.08869343010513,6.332780020577567
smoothing,67,32.160905763810646,7.057231811083582,19.84867790229599,6.332780020577567
smoothing,68,31.39872599932378,6.4428622331681895,19.576956325096273,6.332780020577567
smoothing,69,30.981992359825064,6.4018815335642625,19.512484657173175,6.332780020577567
smoothing,70,31.20484017845205,6.552743215799669,19.904081294655416,6.332780020577567
smoothing,71,32.23677459918836,6.460479263245899,20.177377533200318,6.332780020577567
smoothing,72,30.96013280880874,6.593973234282702,19.470881679796182,6.332780020577567
smoothing,73,30.733039819156403,6.297066597749427,19.604522540089576,6.332780020577567
smoothing,74,31.624543286099705,6.841985037530513,20.01007605309893,6.332780020577567
smoothing,75,31.431848748569635,6.578852865738365,19.6916453722782,6.332780020577567
smoothing,76,32.21858132151714,6.7613898061211355,20.103407910347183,6.332780020577567
smoothing,77,31.071741442588998,6.700240603275908,19.67485771588104,6.332780020577567
smoothing,78,31.312485812762763,6.662394524711935,19.886282280329066,6.332780020577567
smoothing,79,32.04478627728296,6.882800855135038,19.872602925235046,6.332780020577567
smoothing,80,30.79759267249576,6.713875441620974,19.270286802455377,6.332780020577567
smoothing,81,30.231446801027165,6.348060039728043,19.105765602659595,6.332780020577567
smoothing,82,31.479048547912832,6.703797357061233,19.722180432421546,6.332780020577567
smoothing,83,31.255029370038184,6.8125565577438225,19.733842902874795,6.332780020577567
smoothing,84,31.304849772118498,6.764587821374609,18.993875304813017,6.332780020577567
smoothing,85,31.87287183832863,6.550678091473858,19.875304306982365,6.332780020577567
smoothing,86,31.279060686070828,6.429116956655812,19.773979102334017,6.332780020577567
smoothing,87,32.40527597921644,6.706863027935624,20.01582252848409,6.332780020577567
smoothing,88,31.296033834038624,6.638188267262842,19.77766496421024,6.332780020577567
smoothing,89,31.10942795343375,6.500367104195615,19.280347369470157,6.332780020577567
smoothing,90,30.662797289163354,6.496144126418884,19.31959539298529,6.332780020577567
smoothing,91,31.95837899882479,6.260419154030615,21.156083537603593,6.332780020577567
smoothing,92,31.50453094614632,6.374286031084565,19.900504527624932,6.332780020577567
smoothing,93,31.636326519670554,6.539933637842951,19.903281367568802,6.332780020577567
smoothing,94,31.627154116302474,6.787106868855839,19.80984429922342,6.332780020577567
smoothing,95,32.50654167063665,6.855477428857487,19.756518542992538,6.332780020577567
smoothing,96,31.557417984715034,6.732590022870052,19.843743522953975,6.332780020577567
smoothing,97,31.349590380855105,6.181988432315435,20.066030524925544,6.332780020577567
smoothing,98,31.238771540408717,6.355330800891207,19.984071683907647,6.332780020577567
smoothing,99,30.777605318330206,6.309397156434454,19.459728135480088,6.332780020577567
hold,0,9.421163187590237,3.5519853045825442,5.690095523644203,0.125
hold,1,9.322268663774992,3.5341081866793345,5.555066513790812,0.125
hold,2,9.450823545133764,3.789583113331889,5.364830332805453,0.125
hold,3,9.466340173142038,3.7066266801852334,5.5076548735593915,0.125
hold,4,8.983008543735384,3.488191760640927,5.124907593175226,0.125
hold,5,9.137888564979136,3.2894745734751436,5.6554890378047045,0.125
hold,6,9.354802218196365,3.505435729790487,5.657076532641182,0.125
hold,7,9.52020033361357,3.7693871660137335,5.492820997964445,0.125
hold,8,9.508780992962688,3.729847517318502,5.539688178038361,0.125
hold,9,9.271498773076148,3.4879032577882425,5.547458244111228,0.125
hold,10,9.051391865521099,3.4230783657376778,5.288654884937088,0.125
hold,11,9.743442301476819,3.710534526109916,5.962978677576223,0.125
hold,12,9.487085940369575,3.547389283787543,5.80762681293477,0.125
hold,13,9.264631740825113,3.7533973070899744,5.09352310818995,0.125
hold,14,9.209351308662036,3.4998830058832526,5.423912889929358,0.125
hold,15,9.697667045265813,3.95819793973266,5.473914227853308,0.125
hold,16,9.935276201671549,3.9391080581436793,5.9017459578445015,0.125
hold,17,9.105535951911541,3.4831552462741735,5.278766894693666,0.125
hold,18,9.659891916813448,3.958811127510126,5.409933700803587,0.125
hold,19,9.11118816204526,3.311647357783273,5.58379291580556,0.125
hold,20,9.37597429185847,3.5733640861928073,5.57914939474082,0.125
hold,21,9.331910500687998,3.6577079359520375,5.365136659857985,0.125
hold,22,9.339525128148175,3.6488305978273505,5.392623269166091,0.125
hold,23,9.091702135523953,3.5490799812204306,5.145835975803921,0.125
hold,24,8.993583880374912,3.4063793384281875,5.277893256310321,0.125
hold,25,9.308070918996766,3.704355768872418,5.257177778445908,0.125
hold,26,8.972153436619012,3.4526694795274153,5.152358302244499,0.125
hold,27,9.295337580829983,3.733012288664771,5.18010940348781,0.125
hold,28,9.509163070368055,3.6797174906144825,5.623875018220674,0.125
hold,29,9.347533063904493,3.603918435607998,5.480823432458878,0.125
hold,30,9.606340640101031,3.8013005130634716,5.583199263693983,0.125
hold,31,9.269668261089837,3.700689603683476,5.2732677986975585,0.125
hold,32,9.516979808863045,3.6636849256746116,5.663623857278773,0.125
hold,33,9.26993899056163,3.559187466379525,5.426051592268227,0.125
hold,34,9.39706264616405,3.6675926338907843,5.45724907242016,0.125
hold,35,9.317441502959783,3.614692174596157,5.412714599237426,0.125
hold,36,9.669959468805759,3.687031612560121,5.985260451139759,0.125
hold,37,9.475275070068918,3.7316595011745646,5.480825000121972,0.125
hold,38,8.900354292042547,3.463643405329746,4.980093142680879,0.125
hold,39,9.1324037334675,3.5071580759179506,5.30307075287462,0.125
hold,40,9.389603948581998,3.525756937175255,5.681210737642624,0.125
hold,41,9.480047828992392,3.640936010600817,5.639985415950677,0.125
hold,42,9.534050497481031,3.821171429661834,5.486753012887947,0.125
hold,43,9.195084142864852,3.51102595507964,5.381562698273405,0.125
hold,44,9.386065538815254,3.7248779006125052,5.343445115635967,0.125
hold,45,9.542633430445102,3.691031680069177,5.660801969257927,0.125
hold,46,9.398119983167232,3.838564973636863,5.195560882451789,0.125
hold,47,9.474468051576356,3.6025378632605083,5.711816381761722,0.125
hold,48,9.196025625381896,3.5563601419553494,5.313846572306921,0.125
hold,49,9.364440935432953,3.605166603373109,5.506922938731125,0.125
hold,50,9.445775627171573,3.812676249197568,5.296631348588058,0.125
hold,51,9.01984500258497,3.5164956399464953,5.080381323028844,0.125
hold,52,9.15867947573578,3.618776454751131,5.141304086939135,0.125
hold,53,9.443053378164935,3.626609850989951,5.602204930589691,0.125
hold,54,9.653558328319864,3.8885365050513747,5.516502090745533,0.125
hold,55,9.674199122649398,3.92371301248612,5.51144127263123,0.125
hold,56,9.614134731068383,3.8607801940778836,5.49705661361555,0.125
hold,57,9.449804564814533,3.757566876108904,5.395195199807432,0.125
hold,58,9.479415060087526,3.697462415838338,5.544720125713365,0.125
hold,59,9.377976397521756,3.6354245464105137,5.4790521371501235,0.125
hold,60,9.26989301906092,3.5736187674466757,5.401922804655124,0.125
hold,61,9.435785391256399,3.6748204678155716,5.509740591032763,0.125
hold,62,9.132183686247403,3.4799708193023045,5.328487163539883,0.125
hold,63,9.262318568001762,3.608573197914643,5.331041335443249,0.125
hold,64,9.316568011961158,3.768461076584646,5.2055759048153725,0.125
hold,65,9.154798468804362,3.3945409764688614,5.522472695491674,0.125
hold,66,9.46849470059172,3.6631304197216568,5.5900129489834685,0.125
hold,67,9.437688135097188,3.6735330162753645,5.515057583334422,0.125
hold,68,9.423998538623845,3.694560827442323,5.457195237267255,0.125
hold,69,9.349195986348178,3.7255921593456898,5.293297799549379,0.125
hold,70,9.229706492271514,3.6350873587713677,5.232497607798295,0.125
hold,71,9.341078258565698,3.6663571993941395,5.372233829695208,0.125
hold,72,9.511501988041232,3.7507982483667943,5.509305284755448,0.125
hold,73,9.68864125910451,3.8834160624724086,5.597311360618403,0.125
hold,74,9.245901670358968,3.5029584336165365,5.479704446535438,0.125
hold,75,9.621631534019418,3.7422941493347164,5.707028026439218,0.125
hold,76,9.213149091445946,3.714580269759465,5.0724137547755195,0.125
hold,77,9.361013565030419,3.5437561634125574,5.603561387994485,0.125
hold,78,9.41530253454492,3.8637980433538366,5.160639870616525,0.125
hold,79,9.780402154212819,3.908664583837983,5.694361669256111,0.125
hold,80,9.551765584371568,3.800931591989869,5.4928557059342165,0.125
hold,81,9.63668242875946,3.810719073443286,5.618071310825011,0.125
hold,82,9.395040077408137,3.700271069202502,5.3994140656407765,0.125
hold,83,9.246835615015469,3.5441674825108977,5.412579272805668,0.125
hold,84,9.210332338499509,3.478590442346346,5.4610355455533215,0.125
hold,85,9.446784449895748,3.5885333968935322,5.671884140301744,0.125
hold,86,9.503684938702078,3.7565156061013094,5.486747939632665,0.125
hold,87,9.401983657596551,3.779097328306871,5.279609600780851,0.125
hold,88,9.345260463330415,3.53234585717113,5.5963233955635285,0.125
hold,89,9.365355585654651,3.5465097269517223,5.606208816469598,0.125
hold,90,9.559568992769893,3.6532098230387504,5.7520643348499565,0.125
hold,91,9.573051304044464,3.653744488441347,5.77364374463658,0.125
hold,92,9.766728327239388,3.7134961084254323,5.996852749987977,0.125
hold,93,9.487517309755905,3.6861531396735643,5.57707266876862,0.125
hold,94,9.020723462816576,3.438470135223427,5.21767637893885,0.125
hold,95,9.273981921313247,3.391940602051535,5.711534584067571,0.125
hold,96,9.229133916700409,3.541874034954457,5.386898854874636,0.125
hold,97,9.149490982307857,3.5143545045242965,5.300026514937316,0.125
hold,98,9.388753300872052,3.6777903444019096,5.426403979414953,0.125
hold,99,9.337295317604651,3.565283288575015,5.528152433680779,0.125
random,0,7.0302823121911775,2.6055032099136453,4.060126468450805,0.5535714285714286
random,1,9.101911615473576,3.4284775404022856,5.3638558437502,0.17857142857142858
random,2,8.468452747189133,3.4574001086331165,4.8639254587863805,0.32142857142857145
random,3,5.72951933734279,2.2355090814816694,3.1125663343582355,0.8214285714285714
random,4,6.506768404818073,2.561748724126974,3.8232420370916462,0.5714285714285714
random,5,3.4265188350272275,1.0338643992616758,2.021250596727602,1.8035714285714286
random,6,8.92995659816938,3.305779802782137,5.281760377610121,0.21428571428571427
random,7,8.343224258421053,3.2532203821626466,4.756615294556668,0.3392857142857143
random,8,9.201887730413642,3.6124008938573593,5.347906098689296,0.17857142857142858
random,9,6.177834769397622,2.1901038958099868,3.2752328317390607,0.7321428571428571
random,10,6.718715472268415,2.4767322891559944,3.6369500499034078,0.5535714285714286
random,11,3.5457203141945,1.2930464895116125,1.8530398393959107,1.4464285714285714
random,12,3.7456036810154067,1.280299044697998,2.2799377135342906,1.4821428571428572
random,13,4.4347616460067965,1.8244450817049105,2.3823515053257385,1.1607142857142858
random,14,3.438008368605299,1.2357619892348854,2.0480845949619972,1.5357142857142858
random,15,7.805747965032041,3.1875681105168963,4.402840900397276,0.4642857142857143
random,16,7.355302851031169,2.8350774394142664,4.18603185674636,0.5892857142857143
random,17,5.215283269182642,1.913460413391379,2.584497535895372,0.875
random,18,7.1857872129973694,2.9014225496128754,3.8896660929224267,0.5714285714285714
random,19,6.196280366989148,2.1323708973157007,3.3377322647010805,0.6964285714285714
random,20,2.535233293188715,0.8030724872796596,1.2694641273673146,1.8035714285714286
random,21,4.335308834602494,1.688179058154006,2.4478565375839105,1.25
random,22,7.771046212032366,3.0334792114361258,4.509823196618012,0.42857142857142855
random,23,7.519279652737486,2.9459123634154922,4.244131250813663,0.4107142857142857
random,24,4.2661746616234675,1.507971563457321,2.0982936960476946,1.0892857142857142
random,25,7.8134201593643136,3.130049952852141,4.412393490838868,0.375
random,26,3.380639710044659,1.2720405632256542,1.5982271036193436,1.375
random,27,2.915350579706708,1.119017604941071,1.2832841688882357,1.4821428571428572
random,28,4.6939073140958305,1.785937327619848,2.732557148363166,1.1428571428571428
random,29,6.606585526833548,2.502228607260671,3.7208387435415053,0.625
random,30,4.612756095385909,1.789974440107176,2.295089949533205,1.0892857142857142
random,31,8.854809571541637,3.5161110463189087,4.99514988930418,0.21428571428571427
random,32,8.63318784088177,3.306242690755741,5.17933156064003,0.2857142857142857
random,33,4.968098243993575,1.8295604552572096,2.638752611111306,0.9821428571428571
random,34,7.376975284963424,2.7691589043356437,3.8747429900637576,0.5178571428571429
random,35,5.629380584759316,2.1757993999317002,2.943542066260111,0.8035714285714286
random,36,9.920871928661038,3.7868376299293867,6.187422091544719,0.08928571428571429
random,37,3.321924708457423,1.0734717725783893,1.7127803426594603,1.875
random,38,3.3442909657191473,1.1589648882836616,1.5788111844038628,1.3392857142857142
random,39,9.423718550520231,3.6475826390065733,5.535025571154147,0.07142857142857142
random,40,5.637396332659692,2.028754951068415,3.034733545427596,0.875
random,41,7.630986702397143,2.8742620668341,4.3962378857934805,0.48214285714285715
random,42,7.40182973409532,2.898054649629304,3.982068909832279,0.5
random,43,6.766015722612236,2.5352177538720664,3.9029857429046197,0.6071428571428571
random,44,3.703218239109396,1.4514101710436584,1.8658830736849916,1.3392857142857142
random,45,8.721915315211959,3.2962820631735426,4.976535145386818,0.30357142857142855
random,46,7.1402169251653635,2.9138963738791057,3.831830548954633,0.5714285714285714
random,47,6.274351584990562,2.4451479785051733,3.7119493144277085,0.7321428571428571
random,48,4.355105274801176,1.6344291568463105,2.3529467910641904,1.1964285714285714
random,49,8.73085200770143,3.427049536399797,5.157846698945394,0.25
random,50,5.34512329710225,2.178402336714113,2.95192427117141,0.9464285714285714
random,51,6.876328083066592,2.63755706582932,3.5811647074019692,0.5357142857142857
random,52,4.944066988321788,2.022884230386897,2.6571599031282807,0.9821428571428571
random,53,4.20497759009359,1.5275067233449862,2.415828409821345,1.375
random,54,6.249027171986444,2.4777711281610437,3.4564846500519217,0.7857142857142857
random,55,8.058945107336651,3.3086550814259175,4.665260916057506,0.39285714285714285
random,56,4.992023264098544,2.024300314940904,2.6942937868939287,1.0892857142857142
random,57,7.851549792719931,3.0950045155984216,4.48989882906108,0.42857142857142855
random,58,5.747084666049065,2.261854644241125,3.184058476018995,0.8392857142857143
random,59,7.921191466885129,3.0307492415956827,4.484264125824492,0.39285714285714285
random,60,8.345849154921828,3.156175164522821,4.677640622033669,0.30357142857142855
random,61,8.153273316658982,3.061449411902459,4.450325650318769,0.375
random,62,7.953073095585705,2.9983753658917154,4.425831881255632,0.35714285714285715
random,63,5.628695998719336,2.1052147094251787,2.941903407372,0.8392857142857143
random,64,4.688436385821644,1.9550346730698567,2.524853229166404,1.2321428571428572
random,65,6.121502136804307,2.2633509272316013,3.5629310875777254,0.6607142857142857
random,66,9.390436207442846,3.6374072921703746,5.562109957213906,0.14285714285714285
random,67,7.3636023250240905,2.878224550757227,4.1275415917968274,0.5
random,68,2.3807675248436695,0.6660310666981581,1.3143669446932627,2.1964285714285716
random,69,8.390651435866946,3.28359040274438,4.4816515019110215,0.32142857142857145
random,70,6.145553907843809,2.4279099425177586,3.383912415075614,0.7142857142857143
random,71,7.138065179714021,2.788737704024429,3.840740183925516,0.5178571428571429
random,72,4.905970398852589,1.9120007604800109,2.8086622795384173,1.1071428571428572
random,73,6.5538969843684525,2.57544399075567,3.8514256503790447,0.6964285714285714
random,74,7.663620302643027,2.7535760223888373,4.2133643111198325,0.4642857142857143
random,75,4.305735017607603,1.610247835258494,2.3478613479500474,1.1964285714285714
random,76,8.235742632762932,3.3030453203294075,4.356454374249864,0.30357142857142855
random,77,9.835482505769356,3.7814471623883925,5.998191290932992,0.03571428571428571
random,78,6.240251659050125,2.665947424267558,3.615476823586646,0.8571428571428571
random,79,8.923879166693512,3.5234461920940063,5.0764957924775675,0.2857142857142857
random,80,4.363510638705879,1.713357596462459,2.4831736462408287,1.2321428571428572
random,81,3.6601002394271345,1.3676373070153125,1.884480964186596,1.4464285714285714
random,82,7.372679343877662,2.859528244250131,4.036069393518101,0.5
random,83,8.878489833703473,3.3917009324257092,5.058897500163887,0.19642857142857142
random,84,6.348534083147071,2.27753922333758,3.33000943303429,0.6964285714285714
random,85,6.924171574699694,2.596515451634198,3.737495449476064,0.6071428571428571
random,86,6.704547897326319,2.6261036732706056,3.6865498996577704,0.6071428571428571
random,87,7.262348681542084,2.849596278942603,3.7781477354934165,0.5357142857142857
random,88,8.081954445749462,3.0139715958214492,4.782329432458609,0.3392857142857143
random,89,5.932898512362262,2.2085461684263237,3.3046436494111844,0.7857142857142857
random,90,5.695259163285181,2.151171649437518,3.357995938147072,0.9642857142857143
random,91,5.449496911122033,2.1053268390729465,3.188357896854147,0.9642857142857143
random,92,3.1292504933875134,0.9858735819509846,1.9062070559906747,1.8035714285714286
random,93,5.044784380924094,1.8711710984692556,2.664139667085509,0.9821428571428571
random,94,8.781854403545227,3.3334783606515774,4.988759123454133,0.17857142857142858
random,95,2.3924735216509783,0.7959163141865417,1.2375242785974545,1.7678571428571428
random,96,6.904195301542669,2.5825403074262714,3.827543761726724,0.5535714285714286
random,97,8.667714466801339,3.317610718577913,4.999658607958997,0.21428571428571427
random,98,8.83979111430015,3.387267187867083,5.0175996778295175,0.23214285714285715
random,99,7.325060952386459,2.7103181948007973,4.0633898924658585,0.48214285714285715
