origin,horizon,actual,persistence,ar1,ar4,core
2023-06-01,1,3.3522220936896265,3.231733708559348,3.233738950456021,2.922598900053096,3.5584223172887333
2023-06-01,3,3.390751565240984,3.231733708559348,3.2377090435393567,2.6961037836350195,3.5262304518812475
2023-06-01,6,2.729669070936404,3.231733708559348,3.2435645593058946,2.645366453891065,3.511810036526782
2023-06-01,12,2.516443726818695,3.231733708559348,3.254925695623448,2.6992733354435825,3.423867563153536
2023-07-01,1,3.374478528151472,3.3522220936896265,3.353572042704332,3.3881995901298523,3.3002768018255453
2023-07-01,3,2.978461878685477,3.3522220936896265,3.356244749871716,3.3931088033604127,2.946293075779017
2023-07-01,6,2.6629773612156957,3.3522220936896265,3.3601867442266076,3.3943811124809793,2.752122264851313
2023-07-01,12,2.5612938009445685,3.3522220936896265,3.367835184708227,3.3887694758948976,2.821651581262079
2023-08-01,1,3.390751565240984,3.374478528151472,3.375706204869506,3.370420691607928,3.287766784771487
2023-08-01,3,2.727551790588455,3.374478528151472,3.378136832606201,3.3713564255496338,3.0672597619972968
2023-08-01,6,2.669117439772207,3.374478528151472,3.381721788072892,3.3699748435996435,2.8514043074024227
2023-08-01,12,2.3843422446827254,3.374478528151472,3.3886775051432285,3.3661644503381845,3.041211364820898
2023-09-01,1,2.978461878685477,3.390751565240984,3.391889529901544,3.3999854194805845,3.221140631070286
2023-09-01,3,2.729669070936404,3.390751565240984,3.394142542178868,3.405493459202901,3.399410910796561
2023-09-01,6,2.8858938294017724,3.390751565240984,3.397465535458913,3.4043385397907495,3.221707429902016
2023-09-01,12,2.2355898617914387,3.390751565240984,3.403912995574172,3.397491230772578,3.3105103679805667
2023-10-01,1,2.727551790588455,2.978461878685477,2.981837377847525,2.8029813425305687,2.886649737960592
2023-10-01,3,2.6629773612156957,2.978461878685477,2.988520232517207,2.6901664637690503,2.6756954925479857
2023-10-01,6,2.786955114237992,2.978461878685477,2.99837644301397,2.6772553614763286,2.5547171692032897
2023-10-01,12,2.44749551060906,2.978461878685477,3.017498602305047,2.7338515198882507,2.62399482269254
2023-11-01,1,2.729669070936404,2.727551790588455,2.732279875459939,2.6198469878555914,2.760649361491962
2023-11-01,3,2.669117439772207,2.727551790588455,2.7416408132395436,2.5474419180771686,2.2904454638094798
2023-11-01,6,2.626866663630733,2.727551790588455,2.7554473297388866,2.55462965299311,2.222714824286254
2023-11-01,12,2.5548864560950464,2.727551790588455,2.782235389394636,2.6253307213241643,2.2580431108573076
2023-12-01,1,2.6629773612156957,2.729669070936404,2.734379347179884,2.7254860329236963,2.36360638650962
2023-12-01,3,2.8858938294017724,2.729669070936404,2.743705030860858,2.729033173515251,2.30621453318604
2023-12-01,6,2.516443726818695,2.729669070936404,2.7574595617929147,2.754288356791356,2.0713175488081994
2023-12-01,12,2.6915454296161117,2.729669070936404,2.7841467947847205,2.809801115710411,2.2124779938724473
2024-01-01,1,2.669117439772207,2.6629773612156957,2.668038561625395,2.634882336222783,2.676435912847884
2024-01-01,3,2.786955114237992,2.6629773612156957,2.678059156074994,2.6302299520657595,2.6957374875652844
2024-01-01,6,2.5612938009445685,2.6629773612156957,2.692838937259223,2.655820758361513,2.88136315925817
2024-01-01,12,2.5739669409581363,2.6629773612156957,2.721516528848293,2.720199674492181,3.0658213556167127
2024-02-01,1,2.8858938294017724,2.669117439772207,2.6741388634131855,2.677176415406126,2.799669827376047
2024-02-01,3,2.626866663630733,2.669117439772207,2.6840807022241018,2.6948300431135324,2.749725555291054
2024-02-01,6,2.3843422446827254,2.669117439772207,2.6987443180812742,2.72549558379885,2.8187952310735347
2024-02-01,12,2.674401603240386,2.669117439772207,2.7271964921212617,2.784337886114351,2.988720011008134
2024-03-01,1,2.786955114237992,2.8858938294017724,2.8897431577557153,2.982967242940868,2.8094896406876724
2024-03-01,3,2.516443726818695,2.8858938294017724,2.897364054334613,3.0590911310116256,2.8772433400615625
2024-03-01,6,2.2355898617914387,2.8858938294017724,2.9086036110476465,3.0951032691524354,2.863301867791052
2024-03-01,12,2.332029256934039,2.8858938294017724,2.9304091816398574,3.1215417804798977,3.198647871180664
2024-04-01,1,2.626866663630733,2.786955114237992,2.7913351515849985,2.7510302652159178,2.861839675481793
2024-04-01,3,2.5612938009445685,2.786955114237992,2.8000068559207483,2.744141400429079,2.998284233571539
2024-04-01,6,2.44749551060906,2.786955114237992,2.8127964514189565,2.763805112349995,3.013299169706179
2024-04-01,12,2.251879788673148,2.786955114237992,2.8376101590898437,2.817381930453153,3.133563239070912
2024-05-01,1,2.516443726818695,2.626866663630733,2.6321022985410933,2.5672863611523895,2.4954148269133496
2024-05-01,3,2.3843422446827254,2.626866663630733,2.6424682088160663,2.538249656261725,2.528452787387188
2024-05-01,6,2.5548864560950464,2.626866663630733,2.6577572011355906,2.5591285153958503,2.722609929905662
2024-05-01,12,2.4283612526523974,2.626866663630733,2.687422447793524,2.6311002212980936,2.5206682516144325
2024-06-01,1,2.5612938009445685,2.516443726818695,2.5222602648280854,2.472305825795509,2.633440262651567
2024-06-01,3,2.2355898617914387,2.516443726818695,2.533776582705383,2.4549035497171907,2.376996227864471
2024-06-01,6,2.6915454296161117,2.516443726818695,2.550763061683846,2.483188094708357,2.8856548348167195
2024-06-01,12,2.56045184310627,2.516443726818695,2.5837244383432387,2.562993935423018,2.6782454956023507
2024-07-01,1,2.3843422446827254,2.5612938009445685,2.566864421148657,2.5834926327047913,2.4581957901682334
2024-07-01,3,2.44749551060906,2.5612938009445685,2.5778937284151286,2.611931905332029,2.4067293835326264
2024-07-01,6,2.5739669409581363,2.5612938009445685,2.594161596627818,2.6494158488902673,2.478533712459455
2024-07-01,12,2.5721812482314883,2.5612938009445685,2.6257275920054917,2.715698919178028,2.483287027117713
2024-08-01,1,2.2355898617914387,2.3843422446827254,2.3908407062827273,2.314012666316448,2.147353155700311
2024-08-01,3,2.5548864560950464,2.3843422446827254,2.4037076211447803,2.287343457025712,2.486092566168928
2024-08-01,6,2.674401603240386,2.3843422446827254,2.422687297863544,2.3182246051710726,2.2082883805577778
2024-08-01,12,2.7105512416058613,2.3843422446827254,2.4595201269600504,2.4129532001581504,2.301477569157929
2024-09-01,1,2.44749551060906,2.2355898617914387,2.2428514082863105,2.180176266838941,2.4114016226795894
2024-09-01,3,2.6915454296161117,2.2355898617914387,2.25722991082301,2.159992392344942,2.7414878892589973
2024-09-01,6,2.332029256934039,2.2355898617914387,2.278440976296581,2.1984196228930273,2.2354515754598
2024-09-01,12,2.7493004074015777,2.2355898617914387,2.3196100039744403,2.30484047676798,2.6202137610716036
2024-10-01,1,2.5548864560950464,2.44749551060906,2.453648543880828,2.542465494752692,2.687697342674068
2024-10-01,3,2.5739669409581363,2.44749551060906,2.465831193588747,2.6213556099219115,2.562181026415745
2024-10-01,6,2.251879788673148,2.44749551060906,2.4838007426596076,2.6757803366329163,2.2636093849900965
2024-10-01,12,2.676442126276537,2.44749551060906,2.518670537489951,2.7421903361008453,2.715111721592476
2024-11-01,1,2.6915454296161117,2.5548864560950464,2.5604625538159342,2.606784403132221,2.6079515687214094
2024-11-01,3,2.674401603240386,2.5548864560950464,2.5715025888914793,2.6651773631980205,2.228494370536713
2024-11-01,6,2.4283612526523974,2.5548864560950464,2.5877859922592097,2.7097870084351388,2.162430118069335
2024-11-01,12,2.781154688605535,2.5548864560950464,2.6193811282267196,2.7715080557572085,2.3379693874819196
2024-12-01,1,2.5739669409581363,2.6915454296161117,2.6963825383511435,2.7620730494543935,2.460520097641293
2024-12-01,3,2.332029256934039,2.6915454296161117,2.7059591551932956,2.8263845047297353,2.2006283600364944
2024-12-01,6,2.56045184310627,2.6915454296161117,2.7200833537448674,2.866874531081123,2.4018768333461153
2024-12-01,12,2.837444600374882,2.6915454296161117,2.7474863157503484,2.913767324712869,2.5848839848964036
2025-01-01,1,2.674401603240386,2.5739669409581363,2.579429681584196,2.533006556537644,2.535317176852423
2025-01-01,3,2.251879788673148,2.5739669409581363,2.590245193140364,2.5248326476183687,2.352816139720266
2025-01-01,6,2.5721812482314883,2.5739669409581363,2.6061972176163772,2.5523611690805,2.736584596734041
2025-01-01,12,2.83464978439742,2.5739669409581363,2.637148603764345,2.625142394270326,2.878478083624583
2025-02-01,1,2.332029256934039,2.674401603240386,2.679318490196591,2.7256574808663094,2.5956668024167526
2025-02-01,3,2.4283612526523974,2.674401603240386,2.689053065568914,2.7705708938245937,2.8348494110527733
2025-02-01,6,2.7105512416058613,2.674401603240386,2.703410260355754,2.807130707966061,3.1956931989156683
2025-02-01,12,2.8327267913942364,2.674401603240386,2.731265369485999,2.858503351453356,3.2351759036654495
2025-03-01,1,2.251879788673148,2.332029256934039,2.3387694634610003,2.1917609476019733,2.201592964518898
2025-03-01,3,2.56045184310627,2.332029256934039,2.3521148100001144,2.1194742066318017,2.4459519790892394
2025-03-01,6,2.7493004074015777,2.332029256934039,2.371799664449212,2.1415798901744836,2.619518513907872
2025-03-01,12,3.4816112044785443,2.332029256934039,2.4099990931218644,2.2497923316798683,2.506445001817526
2025-04-01,1,2.4283612526523974,2.251879788673148,2.259027701708826,2.2249877148798833,2.464382205478345
2025-04-01,3,2.5721812482314883,2.251879788673148,2.2731806885248496,2.219922426959379,2.6007604693201083
2025-04-01,6,2.676442126276537,2.251879788673148,2.2940578173830466,2.2614213884176584,2.676669774782924
2025-04-01,12,3.7313349390187875,2.251879788673148,2.3345743172612594,2.3618506389810694,2.7584885896041733
2025-05-01,1,2.56045184310627,2.4283612526523974,2.434577926128046,2.5049483849742793,2.477788957551284
2025-05-01,3,2.7105512416058613,2.4283612526523974,2.4468863096462132,2.574118871614294,2.6519666376844118
2025-05-01,6,2.781154688605535,2.4283612526523974,2.4650406535346376,2.626137198184196,2.730594240669576
2025-05-01,12,4.0291390093658634,2.4283612526523974,2.500266727555721,2.6956704978446604,2.6820078652076296
2025-06-01,1,2.5721812482314883,2.56045184310627,2.5659573857369162,2.6244291459568716,2.660929962898993
2025-06-01,3,2.7493004074015777,2.56045184310627,2.576857408709625,2.688891049326853,2.809236985986011
2025-06-01,6,2.837444600374882,2.56045184310627,2.5929335131349402,2.73403601262127,2.89009928695215
2025-06-01,12,3.6495566412359834,2.56045184310627,2.6241236709081988,2.792734377394039,2.9374872050352843
2025-07-01,1,2.7105512416058613,2.5721812482314883,2.577616286764575,2.5887129492288077,2.6613295456526327
2025-07-01,3,2.676442126276537,2.5721812482314883,2.588376707862904,2.619083337561978,2.6012197761941582
2025-07-01,6,2.83464978439742,2.5721812482314883,2.604246878635938,2.6556048136129626,2.571010183704626
2025-07-01,12,3.6343170471450366,2.5721812482314883,2.635037356332576,2.719880398484189,2.684348098385742
